Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Z-Axis Linear Rail","MGN15H Linear Rail","MGN15H linear rail for Z-axis movement of the primary XYZ stage.","mechanical","mechanism",1,40.00,40.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxI2SQmCOTGgyl1SmXiANonD0ws5ubt0W3zxe7boC3sEIwFq7gbNfyHa897dx5MUfF66Y8dtTgjTPFvoE6zwzvdEj1ALt15FaqWy1XmoNVplEj5IImhkY4dgYUMv0fqTcO7RcLOORNW5SPz40GeugGRgq310qCPOwFrTzuqiMypKdycHfDqsmhSTGMKMM1lKeCZCqnEDAqYbRMZZ9gMlfCg8fKGk6ni0jcBuEBWRJWa0lbRiWyQrf5gullcY7FKfJB7P8HSln0QfP9NblYhLOvAtHzQi9cfcJjd0sIXZhetqNdQ74HkRONP2EnBb4VHazZLtLNyapWAI6pMFvLJMUjscxJlKjNCSV7GFPfXW2OZDgaEsli6M8vaq9d7V6VM8JMjfK7M2ns9lDkhkeMrtDGanc3LFCjBbn7Kt001qv5QDErl65B6QdBi4KBrItHR4bjVDi64rFPRjWgptktDAgZnlglS1vGyLCWMwedG6vPZdoYpb4tMcVZowdQLCWzYaecDfw2jrVyAofHZ5w3yOSvnLr50Ku8yN260zLUYYgCrNcnhv79XgCho3fCGbi0MsSrdJ08nxBxkQ3VWjQ4fuOYsX7O24r29v7Eqp0mh4oEIFOFEmc13tOHBvRpdOMzETUcH1TJoB1r7hvTdG40jYfTP9t"
"X-Axis Leadscrew","T8x2mm 4-Start Leadscrew","T8x2mm 4-start leadscrew for X-axis movement.","mechanical","mechanism",1,10.00,10.00,"https://www.amazon.com/s?k=T8x2mm+4-start+leadscrew+100mm"
"Y-Axis Leadscrew","T8x2mm 4-Start Leadscrew","T8x2mm 4-start leadscrew for Y-axis movement.","mechanical","mechanism",1,10.00,10.00,"https://www.amazon.com/s?k=T8x2mm+4-start+leadscrew+100mm"
"Z-Axis Leadscrew","T8x2mm 4-Start Leadscrew","T8x2mm 4-start leadscrew for Z-axis movement.","mechanical","mechanism",1,10.00,10.00,"https://www.amazon.com/s?k=T8x2mm+4-start+leadscrew+100mm"
"X-Axis Stepper Mount","","3D printed mount for the X-axis NEMA 17 stepper motor.","mechanical","3d_printed",1,2.50,2.50,"https://www.amazon.com/s?k=petg+filament"
"Y-Axis Stepper Mount","","3D printed mount for the Y-axis NEMA 17 stepper motor.","mechanical","3d_printed",1,2.50,2.50,"https://www.amazon.com/s?k=petg+filament"
"Z-Axis Stepper Mount","","3D printed mount for the Z-axis NEMA 17 stepper motor.","mechanical","3d_printed",1,2.50,2.50,"https://www.amazon.com/s?k=petg+filament"
"Leadscrew Nut Block","","3D printed nut block for the leadscrews, integrates with linear rails.","mechanical","3d_printed",3,1.50,4.50,"https://www.amazon.com/s?k=petg+filament"
"Cell Culture Chamber Frame","","3D printed frame to hold the fused quartz bottom and borosilicate glass walls of the cell culture chamber.","mechanical","3d_printed",1,2.00,2.00,"https://www.amazon.com/s?k=petg+filament"
"Fused Quartz Chamber Bottom","25mm Fused Quartz Disc","Acoustically transparent fused quartz disc for the cell culture chamber bottom.","mechanical","misc",1,40.00,40.00,"https://www.amazon.com/s?k=fused+quartz+disc+25mm+1mm"
"Borosilicate Chamber Wall","Borosilicate Glass Tubing","Borosilicate glass cylinder forming the walls of the cell culture chamber.","mechanical","misc",1,15.00,15.00,"https://www.amazon.com/dp/B0C7G3FCPC?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Chamber O-Ring Seal","FKM O-Ring 45mm ID","FKM O-ring for sealing the cell culture chamber lid.","mechanical","misc",2,2.00,4.00,"https://www.amazon.com/s?k=fkm+o-ring+45mm+id"
"Cell Culture Chamber Lid","","3D printed lid for the cell culture chamber, includes gas ports and groove for O-ring.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=petg+filament"
"Phantom Holder Base","","3D printed base for holding tissue-mimicking phantoms, attaches to XYZ stage.","mechanical","3d_printed",1,5.00,5.00,"https://www.amazon.com/s?k=petg+filament"
"Phantom Depth Adjustment Mechanism","","3D printed mechanism for 0-12 cm depth adjustment of phantoms, 1mm increments.","mechanical","3d_printed",1,7.00,7.00,"https://www.amazon.com/s?k=petg+filament"
"Tissue-Mimicking Phantom Set","Custom Agar/Glycerol Phantoms","Set of 9 custom-made cylindrical phantoms with embedded cell-suspension chambers.","mechanical","misc",9,150.00,1350.00,"https://www.amazon.com/s?k=agar+glycerol+gel+materials"
"Small-Animal Stage Base Platform","Anodized Aluminum Plate","Anodized aluminum platform for the heated small-animal stage.","mechanical","structural",1,30.00,30.00,"https://www.adafruit.com/product/5133"
"Animal Stage Heating Block","Aluminum Heating Block","Aluminum block for mounting Peltier TEC, provides even heating to animal stage.","mechanical","structural",1,20.00,20.00,"https://www.amazon.com/dp/B0DFGPZMTM?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Anesthesia Nose Cone Holder","","3D printed holder for the anesthesia nose cone, adjustable position.","mechanical","3d_printed",1,2.50,2.50,"https://www.amazon.com/s?k=petg+filament"
"Respiration Pad Holder","","3D printed holder for the respiration pressure pad under the animal.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=petg+filament"
"Water Coupling Membrane Window","Flexible Silicone Membrane","Flexible membrane window for coupling degassed water bath to animal xenograft site.","mechanical","misc",1,10.00,10.00,"https://www.amazon.com/s?k=flexible+silicone+membrane+50x50mm"
"Recovery Chamber Enclosure","Small Animal Recovery Chamber","Separate heated enclosure for post-anesthesia animal recovery.","mechanical","enclosure",1,75.00,75.00,"https://www.amazon.com/s?k=small+animal+recovery+chamber+heated"
"Reflector Plate","304 Stainless Steel Plate","304 stainless steel reflector plate for acoustic field manipulation.","mechanical","structural",1,15.00,15.00,"https://www.adafruit.com/product/3718"
"Reflector Actuator Mount","","3D printed mount for the linear actuator controlling the reflector position.","mechanical","3d_printed",1,3.00,3.00,"https://www.amazon.com/s?k=petg+filament"
"Reflector Tilt Mechanism","","3D printed mechanism for ±15° motorized tilt of the reflector plate.","mechanical","3d_printed",1,4.00,4.00,"https://www.amazon.com/s?k=petg+filament"
"Hydrophone XYZ Mount Base","","3D printed base for mounting the hydrophone to the XYZ stage, allowing precise positioning.","mechanical","3d_printed",1,2.00,2.00,"https://www.amazon.com/s?k=petg+filament"
"PCD Sensor Mount","","3D printed mount for the Passive Cavitation Detection (PCD) sensor.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=petg+filament"
"Display Bezel","","3D printed bezel for mounting the 7-inch touchscreen display to the front panel.","mechanical","3d_printed",1,3.00,3.00,"https://www.amazon.com/s?k=abs+filament"
"E-Stop Button Panel Mount","22mm E-Stop Panel Adapter","Panel mount adapter for the E-stop button.","mechanical","misc",1,5.00,5.00,"https://www.amazon.com/dp/B0GP98HHH5?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"USB Panel Mount Adapter","USB 3.0 Panel Mount Connector","USB 3.0 panel mount connector for front panel access.","mechanical","misc",1,10.00,10.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxfRfhOlGyxTwZE2p7nz1IE8kAP9s2iQB0SdOzvz5rc4hOqcTP2ANjX4QfoZtX8eUdixS0xPSQYa75jTn74JRclRWdSZow4zes2kQuUhyh8px9nyusxmyMKNm0CHpysCa9bmYmoir7ShdBsgyOIESNQTdBtBUcUkIABbWQuf7LQe203qViHplqcZ4bSS49aXmOi2070UKhvKH2v6gXWnbbuIVBc181CRLy5lD2fS0upqMuvfztXhFuGkADpwV2iXrEl8wXshHaST9whZDF0m75OFIds61s81PdYTLYE9AIcH0EyLtn74TwEeBV1jGkameAGKKEPWHhKvV9J1fhRmhCHKElO3nylqiyf2APSn6EkH9bpJfqr5v0vEZwnOWgLC41xOVjBzMBRlhiEUJEvEEqDCp6ACE6okup7IHf1bnXgFEloAtXx6e6oPpvLPIQOw3s6NAREDv5chmiF0a3QDHIYOTiD3DF8JOEOEMHDeeEoKD9MoxvTLQgHi5EPPGiZkYlUPy5T1UFjJGSvqLOM3cApsdTh42jFOv6wPazKwftZE6wAWoMLqzVgmtdHkpTjPuOWjC8gWSI7k2PfaHfkpTWukoU5cC2DXj9Bom2Cx0ygHSGlYckMj1ZI9l9pPDQmbhWbzGiLwUoeAe5gBmknuYsJGP"
"IEC Power Inlet","IEC 320 C14 Power Inlet","Standard IEC C14 power inlet for main power connection.","mechanical","misc",1,8.00,8.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxw8kkajGCe2GKanoUlqPNJus7l6WStrQ6fjxOVbdlMXqVXWG4Kx8sRgt0Taun3cOGNQkgHo6n61wlgrkLs3drS0pWz07QL4jyzjbmTiXNGatiQxiSiqLqgRqtFZnyUXViXiTUOo9vAUVe2aaGnm5wTY4SxS2mJ6oLkF7LOCWNkbm7oSoMWWmemJUTNGZj331jgibt8lv2FDVgFck3RIyHOREZ6eZ4GyXlpjzjUBlMa4bBpE5Ard2iOZBhlAtz9vAuTPqWgePGAYMLXnLvE0ChNnZGyaoWfYLAdPlpkUHSUBWl3hWfZ7JP4PAt6AFAQKut5XtSYfCxvYl6bGTgMKPhw3W1p3kbL1EEOwU6WPQArHglfB5G4jjd3w1uV50YmsgbAaVStEjJEGEVrOOP2nSnGgSYEFC97sUiWYuaYfJ43N4vd0aISn3qaFZ8UPn47fgAzN06KbSRti7VS8rVHKDSCQUwnkHIUzebckEOFLJP4RZoF5TfjAGLbopkvus5VJWBGWYczxMt4pzq0Jx83p1L7a38i8UU3Dj3e8Vq68vGgj9bQ3sMwF1c17VDumaI9PssZcJVVlmQBocCoS3MY3xZoZZNH9TYBPAXIYyNHzcKcl5jVOw8osHMqJk7186Qz3ap0xcZxGwXjJgXLP1SSeredkr"
"Ethernet Panel Mount","RJ45 Panel Mount Jack","RJ45 panel mount jack for Ethernet connectivity on the rear panel.","mechanical","misc",1,7.00,7.00,"https://www.amazon.com/dp/B0CPZX5B3G?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Gas Port Fittings","Barbed Hose Fittings","Small barbed hose fittings for gas input/output on the rear panel.","mechanical","misc",4,3.00,12.00,"https://www.amazon.com/dp/B0F2H4WCPF?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Waste Gas Scavenging Connector","Quick Connect Hose Barb","Quick connect hose barb for anesthesia waste gas scavenging line.","mechanical","misc",1,12.00,12.00,"https://www.amazon.com/s?k=quick+connect+hose+barb"
"Optical O2 Sensor Holder","","3D printed holder for the optical O2 sensor in the cell culture chamber.","mechanical","3d_printed",1,1.00,1.00,"https://www.amazon.com/s?k=petg+filament"
"CO2 Sensor Housing","","3D printed housing for the CO2 NDIR sensor in the cell culture chamber.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=petg+filament"
"Safety Relay DIN Rail","35mm DIN Rail","Standard 35mm DIN rail for mounting the Pilz safety relay and other modules.","mechanical","misc",1,5.00,5.00,"https://www.amazon.com/dp/B088FC2KB8?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"Power Supply Mount Bracket","","3D printed brackets for mounting the main 24V power supply.","mechanical","3d_printed",2,2.00,4.00,"https://www.amazon.com/s?k=petg+filament"
"Buck Converter Enclosure","","Small 3D printed enclosure for housing buck/LDO converters for safety.","mechanical","3d_printed",3,1.80,5.40,"https://www.amazon.com/s?k=abs+filament"
"Imaging Camera Mount","","3D printed adjustable mount for the FLIR imaging camera.","mechanical","3d_printed",1,3.00,3.00,"https://www.amazon.com/s?k=petg+filament"
"LED Illumination Mount","","3D printed mount for the 470nm LED illumination ring/strip.","mechanical","3d_printed",1,1.50,1.50,"https://www.amazon.com/s?k=petg+filament"
"Secondary XYZ Axis Frame","30x30mm Aluminum Extrusion","Small aluminum extrusion frame for the secondary imaging probe XYZ stage.","mechanical","structural",1,45.00,45.00,"https://www.adafruit.com/product/1220"
"Imaging Probe Mount","","3D printed mount for the small-animal B-mode ultrasound imaging probe.","mechanical","3d_printed",1,2.50,2.50,"https://www.amazon.com/s?k=petg+filament"
"Zynq Board Mount","","3D printed standoffs/mount for the Zynq UltraScale+ MPSoC board on the bottom shelf.","mechanical","3d_printed",1,2.00,2.00,"https://www.amazon.com/s?k=petg+filament"
"STM32 Watchdog Mount","","Small 3D printed mount for the STM32F0 watchdog MCU board.","mechanical","3d_printed",1,0.50,0.50,"https://www.amazon.com/s?k=petg+filament"
"High-Speed DDS DAC Mount","","Adapter plate for the High-Speed DDS DAC that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"RF Variable Attenuator Mount","","Adapter plate for the RF Variable Attenuator that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"RF Relay Matrix (Amp A Input) Mount","","Adapter plate for the RF Relay Matrix (Amp A Input) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"RF Relay Matrix (Amp B Input) Mount","","Adapter plate for the RF Relay Matrix (Amp B Input) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"RF Relay Matrix (Transducer Output) Mount","","Adapter plate for the RF Relay Matrix (Transducer Output) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Directional Coupler (Amp A) Mount","","Adapter plate for the Directional Coupler (Amp A) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Directional Coupler (Amp B) Mount","","Adapter plate for the Directional Coupler (Amp B) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Power Monitor ADC Mount","","Form-fitting cradle for the Power Monitor ADC that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Matching Network (Transducer 2) Mount","","Adapter plate for the Matching Network (Transducer 2) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Matching Network (Transducer 3) Mount","","Adapter plate for the Matching Network (Transducer 3) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Matching Network (Transducer 4) Mount","","Adapter plate for the Matching Network (Transducer 4) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Matching Network (Transducer 5) Mount","","Adapter plate for the Matching Network (Transducer 5) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Matching Network (Transducer 6) Mount","","Adapter plate for the Matching Network (Transducer 6) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Matching Network (Transducer 7) Mount","","Adapter plate for the Matching Network (Transducer 7) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Matching Network (Transducer 8) Mount","","Adapter plate for the Matching Network (Transducer 8) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"RF Pulse Switch Mount","","Adapter plate for the RF Pulse Switch that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Hydrophone Pre-amplifier Mount","","Adapter plate for the Hydrophone Pre-amplifier that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"PCD Bandpass Filter Bank Mount","","Adapter plate for the PCD Bandpass Filter Bank that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"X-Axis Stepper Driver Mount","","Adapter plate for the X-Axis Stepper Driver that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Y-Axis Stepper Driver Mount","","Adapter plate for the Y-Axis Stepper Driver that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Z-Axis Stepper Driver Mount","","Adapter plate for the Z-Axis Stepper Driver that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"X-Axis Rotary Encoder Mount","","Form-fitting cradle for the X-Axis Rotary Encoder that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Y-Axis Rotary Encoder Mount","","Form-fitting cradle for the Y-Axis Rotary Encoder that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Z-Axis Rotary Encoder Mount","","Form-fitting cradle for the Z-Axis Rotary Encoder that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"PT100 RTD (Cell Chamber) Mount","","Form-fitting cradle for the PT100 RTD (Cell Chamber) that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"RTD Amplifier (Cell Chamber) Mount","","Adapter plate for the RTD Amplifier (Cell Chamber) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Animal Stage Heater Mount","","Per-position bracket for the Animal Stage Heater with M3 mounting holes matched to its bolt pattern. Rated for the actuator's continuous torque/load class.","mechanical","3d_printed",1,2.00,2.00,""
"PT100 RTD (Animal Stage) Mount","","Form-fitting cradle for the PT100 RTD (Animal Stage) that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"RTD Amplifier (Animal Stage) Mount","","Adapter plate for the RTD Amplifier (Animal Stage) that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Chiller Loop Thermoelectric Module Mount","","Per-position bracket for the Chiller Loop Thermoelectric Module with M3 mounting holes matched to its bolt pattern. Rated for the actuator's continuous torque/load class.","mechanical","3d_printed",1,2.00,2.00,""
"Water Bath Temperature Sensor Mount","","Form-fitting cradle for the Water Bath Temperature Sensor that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Reflector Linear Encoder Mount","","Form-fitting cradle for the Reflector Linear Encoder that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Door Interlock Switch Mount","","Form-fitting cradle for the Door Interlock Switch that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Hardware Thermal Cutoff Comparator Mount","","Adapter plate for the Hardware Thermal Cutoff Comparator that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Hardware Pressure Limit Comparator Mount","","Adapter plate for the Hardware Pressure Limit Comparator that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Animal Body Temp Window Comparator Mount","","Adapter plate for the Animal Body Temp Window Comparator that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Anesthesia Waste Gas Flow Sensor Mount","","Form-fitting cradle for the Anesthesia Waste Gas Flow Sensor that holds the sensing surface in its rated orientation. Snap-fit retention so it can be removed for calibration without tools.","mechanical","3d_printed",1,2.00,2.00,""
"Transducer Turret Stepper Driver Mount","","Adapter plate for the Transducer Turret Stepper Driver that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
"Reflector Stage Stepper Driver Mount","","Adapter plate for the Reflector Stage Stepper Driver that bolts to the main chassis with M3 hardware. Includes wire-routing channels.","mechanical","3d_printed",1,2.00,2.00,""
